case,activity,resource,timestamp,Variant,Variant index,(case) IDofConceptCase,(case) Includes_subCases,responsibleactor,sumleges,(case) caseProcedure,casestatus,casetype,landregisterid,lastphase,parts,requestComplete,(case) termName,action_code,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
3582795,phase application received,560925,2011-07-05 13:47:28.000,Variant 521,521,3585884.0,J,560464.0,150.054,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,07/05/11 13:50,,,complete,560464,,EMPTY
11722708,send confirmation receipt additional data,11744364,2014-11-11 00:00:00.000,Variant 271,271,,,560912.0,1905.3486,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,08_AWB45_051_0,bevestiging ontvangst aanvullende gegevens versturen,08_AWB45_051_0,11/11/14 00:00,,,complete,2670601,2014-11-12T14:53:52+01:00,FALSE
11587185,transcript decision environmental permit to stakeholders,560912,2014-11-18 00:00:00.000,Variant 266,266,11588246.0,,560912.0,299.7708,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,True,Termijn bezwaar en beroep 1,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,11/18/14 00:00,,,complete,560912,2014-11-19T13:54:31+01:00,EMPTY
6316725,send confirmation receipt,560912,2012-12-11 10:58:29.000,Variant 900,900,6317425.0,J,4901428.0,181.28716,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_020,versturen ontvangstbevestiging,01_HOOFD_020,12/11/12 10:59,,,complete,2670601,2012-12-12T10:58:27+01:00,TRUE
12539803,register submission date request,560872,2014-12-15 00:00:00.000,Variant 304,304,12539945.0,,560912.0,3084.6633,,O,557669,11579111.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_010,registratie datum binnenkomst aanvraag,01_HOOFD_010,12/18/14 00:00,,2014-12-23T11:40:34+01:00,complete,560872,2014-12-19T11:40:34+01:00,EMPTY
3378302,enter senddate decision environmental permit,560462,2011-08-08 00:00:00.000,Variant 175,175,3378312.0,J,560462.0,,Uitgebreid,G,557669,,Vergunning verleend,Milieu (vergunning),True,,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,07/29/11 11:06,,,complete,560462,2011-07-30T10:59:01+02:00,EMPTY
4126409,enter senddate acknowledgement,560912,2011-11-23 09:57:49.000,Variant 644,644,,N,560464.0,345.63,,O,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,11/23/11 09:59,,2011-11-25T09:57:50+01:00,complete,3273854,2011-11-24T09:57:50+01:00,EMPTY
9012111,set decision status,560872,2014-01-06 00:00:00.000,Variant 16,16,,J,4901428.0,213.6162,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_490_1a,instellen besluitstatus,01_HOOFD_490_1a,01/06/14 00:00,,,complete,4676959,2014-01-07T09:52:45+01:00,EMPTY
5146211,decision date prior to decision,2670601,2012-09-10 10:13:11.000,Variant 806,806,5146752.0,J,4901428.0,5913.9824,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_2,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,09/10/12 10:13,,,complete,2670601,,TRUE
3644413,procedure change,560589,2011-07-28 15:58:42.000,Variant 543,543,3644675.0,J,4901428.0,336.1884,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_180,procedure verandering,01_HOOFD_180,07/28/11 16:32,,,complete,560589,2011-07-29T15:58:40+02:00,FALSE
3399416,close case,2670601,2011-07-08 12:31:51.000,Variant 78,78,3400078.0,N,4901428.0,866.7389,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_800,zaak afsluiten,01_HOOFD_800,07/08/11 12:31,,,complete,560464,,EMPTY
2876753,forward to the competent authority,560872,2010-11-26 11:17:52.000,Variant 2,2,2878133.0,N,560912.0,,,G,557669,,Procedure afgebroken,Bouw,True,,01_HOOFD_040,doorsturen aan bevoegd gezag,01_HOOFD_040,11/26/10 11:20,,2010-12-01T11:17:47+01:00,complete,560925,2010-11-27T11:17:47+01:00,FALSE
7087767,phase decision taken,560890,2013-11-08 00:00:00.000,Variant 954,954,,J,560464.0,15500.705,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_495,fase besluit genomen,01_HOOFD_495,11/08/13 00:00,,,complete,560890,2013-11-09T08:29:17+01:00,EMPTY
2938665,treat subcases content,560881,2011-02-08 15:34:40.000,Variant 367,367,2941625.0,J,4901428.0,23132.19,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_250,behandelen deelzaken inhoudelijkheid,01_HOOFD_250,02/08/11 15:34,,,complete,560925,2011-02-09T15:34:32+01:00,EMPTY
4089231,message terminate request,560912,2012-05-29 14:48:08.000,Variant 636,636,4089934.0,J,2670601.0,602.7028,,G,557669,715758.0,Procedure afgebroken,Bouw,True,,05_EIND_030_1,mededeling beeindigen aanvraag,05_EIND_030_1,05/29/12 14:49,,,complete,2670601,2012-05-30T14:29:47+02:00,EMPTY
2891205,enter date decision procedure term extension,2670601,2011-01-12 00:00:00.000,Variant 356,356,,N,4901428.0,276.504,,G,557669,,Vergunning verleend,Aanleg (Uitvoeren werk of werkzaamheid),True,,06_VD_020_2,registreren datum besluit verlengen proceduretermijn,06_VD_020_2,01/12/11 14:53,,,complete,560925,2011-01-13T14:53:06+01:00,EMPTY
4774824,suspension ground applicable,3273854,2012-03-23 11:10:38.000,Variant 737,737,4774987.0,J,560464.0,7571.4043,,O,557669,,Vergunning verleend,"Sloop,Bouw",True,Termijn bezwaar en beroep 1,11_AH_II_010,aanhoudingsgrond van toepassing,11_AH_II_010,03/23/12 11:13,,,complete,3273854,2012-03-24T11:10:37+01:00,FALSE
3423564,assessment of content completed,3273854,2011-05-30 10:37:58.000,Variant 478,478,3423587.0,J,560464.0,759.3997,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_370,inhoudelijke beoordeling afgerond,01_HOOFD_370,05/30/11 10:48,,,complete,3273854,2011-05-31T10:37:57+02:00,EMPTY
3998742,enter senddate decision environmental permit,560890,2011-12-22 00:00:00.000,Variant 616,616,,J,4901428.0,0.0,,G,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,12/16/11 09:37,,,complete,560890,2011-12-17T09:36:46+01:00,EMPTY
3101255,suspend term,2670601,2011-04-20 11:33:12.000,Variant 403,403,3102976.0,J,4901428.0,617.48065,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_540,termijn opschorten,01_HOOFD_540,04/20/11 11:39,,,complete,560925,2011-04-21T11:33:09+02:00,FALSE
2902319,request complete,560881,2011-02-08 10:07:20.000,Variant 360,360,,J,4901428.0,116.79765,,G,557669,,Vergunning verleend,Sloop,True,,01_HOOFD_200,aanvraag volledig,01_HOOFD_200,02/08/11 10:08,,,complete,560872,2011-02-09T10:07:17+01:00,TRUE
3989495,send letter in progress,2670601,2011-12-09 11:55:31.000,Variant 612,612,3989897.0,J,4901428.0,468.34552,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_200,brief in behandeling versturen,01_HOOFD_200,12/09/11 11:56,,,complete,2670601,2011-12-10T11:55:29+01:00,FALSE
4747525,forward to the competent authority,560872,2012-03-19 09:30:30.000,Variant 732,732,4747767.0,J,4901428.0,279.2859,Regulier,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,03/19/12 09:31,,2012-03-24T09:30:28+01:00,complete,3273854,2012-03-20T09:30:28+01:00,FALSE
4474902,phase application receptive,3273854,2012-02-20 16:25:58.000,Variant 684,684,,J,560464.0,609.2951,,O,557669,,Beschikking verzonden,Brandveilig gebruik (vergunning),True,Termijn bezwaar en beroep 1,01_HOOFD_195,fase aanvraag ontvankelijk,01_HOOFD_195,02/20/12 16:26,,,complete,560464,,EMPTY
9634805,send confirmation receipt,560872,2014-03-03 00:00:00.000,Variant 1074,1074,9634948.0,,4901428.0,2387.5024,Uitgebreid,G,557669,,Beschikking verzonden,"Monument,Sloop,Brandveilig gebruik (vergunning),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,03/03/14 00:00,,,complete,2670601,2014-03-04T15:58:34+01:00,EMPTY
3626809,transcript decision environmental permit to stakeholders,3273854,2011-08-15 09:17:18.000,Variant 81,81,,J,4901428.0,345.63,,G,557669,,Vergunning verleend,Sloop,True,,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,08/15/11 09:17,,,complete,3273854,2011-08-16T09:17:18+02:00,EMPTY
3153211,treat subcases completeness,560925,2011-03-03 16:28:54.000,Variant 74,74,3153218.0,N,560872.0,,,G,557669,,Advies bekend,Kap,True,,01_HOOFD_110,behandelen deelzaken volledigheid,01_HOOFD_110,03/03/11 17:07,,,complete,560872,2011-03-04T16:28:17+01:00,EMPTY
4393000,phase application received,560872,2012-01-09 09:57:17.000,Variant 682,682,4393203.0,J,4901428.0,1079.1495,,G,557669,4343198.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,01/09/12 10:00,,,complete,560464,,EMPTY
4088369,request complete,3273854,2011-12-16 16:42:36.000,Variant 635,635,4088512.0,J,560464.0,6178.347,,G,557669,,Vergunning verleend,"Bouw,Monument",True,Termijn bezwaar en beroep 1,09_AWB45_005,aanvraag volledig,09_AWB45_005,12/16/11 17:01,,,complete,560894,2011-12-17T16:42:34+01:00,TRUE
7400998,create procedure confirmation,560462,2013-10-04 00:00:00.000,Variant 193,193,7401299.0,J,4901428.0,,Uitgebreid,G,557669,,Zaak afgehandeld,Milieu (vergunning),False,,01_HOOFD_065_0,procedurebevestiging aanmaken,01_HOOFD_065_0,10/04/13 00:00,,,complete,560462,2013-10-05T11:39:32+02:00,FALSE
10434329,create subcases completeness,560872,2014-05-22 00:00:00.000,Variant 214,214,10434471.0,,2670601.0,833.8113,,G,557669,6436944.0,Procedure tussentijds beëindigd,Bouw,False,Termijn tot besluit omgezet 2,01_HOOFD_110_0,deelzaken volledigheid aanmaken,01_HOOFD_110_0,05/22/14 00:00,,,complete,2670601,2014-05-23T15:13:22+02:00,FALSE
2966701,regular procedure without MER,560881,2011-01-19 14:11:05.000,Variant 378,378,,J,4901428.0,3791.9827,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_060,reguliere procedure zonder MER,01_HOOFD_060,01/19/11 14:14,,,complete,560925,2011-01-20T14:10:57+01:00,TRUE
4336128,forward to the competent authority,560872,2012-01-02 11:39:11.000,Variant 12,12,4336310.0,J,4901428.0,2158.257,,G,557669,,Vergunning verleend,"Sloop,Bouw",True,Termijn bezwaar en beroep 1,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,01/02/12 11:39,,2012-01-07T11:39:10+01:00,complete,2670601,2012-01-03T11:39:10+01:00,FALSE
4506906,request complete,2670601,2012-09-03 17:35:21.000,Variant 689,689,4507047.0,J,560464.0,2464.0046,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,08_AWB45_005,aanvraag volledig,08_AWB45_005,09/03/12 17:35,,,complete,2670601,2012-09-04T11:34:31+02:00,TRUE
13113275,regular procedure without MER,560872,2015-02-23 00:00:00.000,Variant 1,1,13113737.0,,2670601.0,,,O,557669,,Aanvraag ontvangen,"Bouw,Milieu (neutraal wijziging)",True,Termijn tot besluit,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,02/23/15 00:00,,,complete,2670601,2015-02-24T12:51:37+01:00,TRUE
10297111,forward to the competent authority,9264148,2014-05-12 00:00:00.000,Variant 38,38,,,4901428.0,217.03035,,G,557669,,Zaak afgehandeld,Kap,True,,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,05/12/14 00:00,,2014-05-19T15:16:21+02:00,complete,4676453,2014-05-13T15:16:21+02:00,FALSE
13060554,OLO messaging active,560872,2015-02-13 00:00:00.000,Variant 1,1,13060756.0,,2670601.0,,,O,557669,,Aanvraag ontvangen,Bouw,True,Termijn tot besluit,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,02/13/15 00:00,,,complete,2670601,2015-02-16T10:44:06+01:00,FALSE
4060600,phase application received,560872,2011-11-07 10:52:44.000,Variant 630,630,,J,560464.0,336.1884,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,11/07/11 10:56,,,complete,560464,,EMPTY
2998479,registrer date of publishing received request,2670601,2011-01-27 00:00:00.000,Variant 387,387,2998498.0,J,4901428.0,148.368,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,01/27/11 10:12,,,complete,560925,2011-01-28T10:11:03+01:00,EMPTY
6434820,coordination of application,3273854,2013-03-11 15:30:28.000,Variant 905,905,6435559.0,J,560464.0,151.5714,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,13_CRD_010,coördinatie van toepassing,13_CRD_010,03/11/13 15:30,,,complete,3273854,2013-03-12T15:30:26+01:00,FALSE
9053509,create procedure confirmation,560872,2013-12-20 00:00:00.000,Variant 1049,1049,9053650.0,J,560912.0,1493.7539,,O,557669,9053508.0,Beschikking verzonden,Aanleg (Uitvoeren werk of werkzaamheid),False,Termijn bezwaar en beroep 1,01_HOOFD_065_0,procedurebevestiging aanmaken,01_HOOFD_065_0,12/20/13 00:00,,,complete,560890,2013-12-21T12:36:45+01:00,FALSE
5100952,phase advice known,3273854,2012-07-19 09:29:09.000,Variant 794,794,5102213.0,J,560464.0,22024.26,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,07/19/12 09:29,,,complete,560464,,EMPTY
8261955,regular procedure without MER,560925,2013-09-12 00:00:00.000,Variant 1023,1023,8262096.0,J,560464.0,2149.0178,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,09/12/13 00:00,,,complete,3273854,2013-09-13T10:57:31+02:00,TRUE
5275397,subcases completeness completed,3273854,2012-08-21 13:59:45.000,Variant 823,823,,J,4901428.0,751.7031,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_2,deelzaken volledigheid afgerond,01_HOOFD_110_2,08/21/12 14:00,,,complete,3273854,2012-08-22T13:59:43+02:00,EMPTY
9822102,treat subcases content,2670601,2014-05-06 00:00:00.000,Variant 1089,1089,9822245.0,,4901428.0,157.09305,,G,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_250_1,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,05/06/14 00:00,,,complete,2670601,2014-05-07T09:28:56+02:00,EMPTY
10542627,request complete,9264148,2014-06-19 00:00:00.000,Variant 38,38,,,4901428.0,217.03035,,G,557669,,Zaak afgehandeld,Kap,True,,08_AWB45_005,aanvraag volledig,08_AWB45_005,06/19/14 00:00,,,complete,4676959,2014-06-20T15:38:20+02:00,TRUE
5810626,phase advice known,3273854,2012-10-04 17:33:25.000,Variant 14,14,5811627.0,J,4901428.0,344.82916,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,10/04/12 17:33,,,complete,560464,,EMPTY
3693886,extend procedure term,2670601,2011-09-15 15:53:06.000,Variant 551,551,3694029.0,J,4901428.0,1767.9396,,G,557669,716672.0,Vergunning verleend,"Bouw,Milieu (neutraal wijziging)",True,Termijn bezwaar en beroep 1,06_VD_010,verlengen proceduretermijn,06_VD_010,09/15/11 16:38,,,complete,2670601,2011-08-10T13:17:42+02:00,TRUE
9548111,phase decision sent,560912,2014-03-11 00:00:00.000,Variant 1066,1066,,,560464.0,747.2689,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_515,fase beschikking verzonden,01_HOOFD_515,03/11/14 00:00,,,complete,560912,2014-03-12T15:22:56+01:00,EMPTY
6903505,create procedure confirmation,560912,2013-03-07 13:44:43.000,Variant 935,935,6906765.0,J,560464.0,140.4438,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,False,Termijn bezwaar en beroep 1,01_HOOFD_065_0,procedurebevestiging aanmaken,01_HOOFD_065_0,03/07/13 13:45,,,complete,2670601,2013-03-08T13:44:27+01:00,FALSE
2838476,register date environmental permit decision,560890,2010-12-16 00:00:00.000,Variant 338,338,,J,4901428.0,116.79765,,G,557669,,Vergunning verleend,Sloop,True,Termijn tot besluit,01_HOOFD_490_3,registreren datum besluit omgevingsvergunning,01_HOOFD_490_3,12/14/10 13:11,,,complete,560925,2010-12-15T13:08:09+01:00,EMPTY
11044389,stop all running subcases 2b,560950,2014-12-17 00:00:00.000,Variant 55,55,11044631.0,,4901428.0,17059.748,,O,557669,,Zaak afgehandeld,Bouw,True,,01_HOOFD_811,stop alle lopende deelzaken 2b,01_HOOFD_811,12/17/14 00:00,,,complete,560912,2014-12-18T11:48:20+01:00,EMPTY
9837234,by law,2670601,2014-04-15 00:00:00.000,Variant 166,166,,,560464.0,541.46735,,O,557669,,Besluit onherroepelijk,"Bouw,Sloop",True,,01_HOOFD_480,van rechtswege,01_HOOFD_480,04/15/14 00:00,,,complete,2670601,2014-04-16T09:45:26+02:00,FALSE
8320951,create publication document,560872,2013-09-19 00:00:00.000,Variant 28,28,8321092.0,J,4901428.0,324.555,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_100_0,publicatie document aanmaken,01_HOOFD_100_0,09/19/13 00:00,,,complete,3273854,2013-09-20T15:00:40+02:00,FALSE
7165130,start WABOprocedure,560872,2013-04-08 14:30:55.000,Variant 964,964,7165269.0,J,4901428.0,497.05807,,G,557669,7165129.0,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,04/08/13 14:31,,,complete,2670601,2013-04-09T14:30:55+02:00,EMPTY
6544807,send confirmation receipt additional data,2670601,2013-05-22 00:00:00.000,Variant 920,920,6544948.0,J,560464.0,2007.183,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,08_AWB45_051_0,bevestiging ontvangst aanvullende gegevens versturen,08_AWB45_051_0,05/22/13 00:00,,,complete,2670601,2013-04-16T11:29:47+02:00,FALSE
3930617,enter senddate acknowledgement,560872,2011-10-06 11:55:33.000,Variant 599,599,,J,4901428.0,764.6347,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,10/06/11 11:55,,2011-10-08T11:55:33+02:00,complete,560872,2011-10-07T11:55:33+02:00,EMPTY
8164167,creating environmental permit decision,560890,2013-10-04 00:00:00.000,Variant 1017,1017,8169427.0,N,560464.0,40.75905,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,10/04/13 00:00,,,complete,3273854,2013-10-05T10:42:51+02:00,EMPTY
5951292,record date of decision environmental permit,560890,2012-11-09 08:58:35.000,Variant 37,37,5951432.0,J,4901428.0,2095.698,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_5,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,11/09/12 08:59,,,complete,560890,2012-11-10T08:58:35+01:00,EMPTY
12460352,regular procedure without MER,9264148,2014-12-11 00:00:00.000,Variant 297,297,,,560912.0,512.41754,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,12/11/14 00:00,,,complete,2670601,2014-12-12T11:23:00+01:00,TRUE
6574954,register objection and appeal periods,560890,2013-12-17 00:00:00.000,Variant 189,189,6575095.0,J,560464.0,955.5405,,O,557669,,Zaak afgehandeld,Brandveilig gebruik (vergunning),True,,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,12/17/13 00:00,,,complete,560890,2013-12-18T14:33:55+01:00,42
3218827,request complete,3273854,2011-04-15 11:58:58.000,Variant 428,428,3218835.0,J,4901428.0,336.1884,,G,557669,,Vergunning verleend,"Handelen in strijd met regels RO,Bouw",True,Termijn tot besluit,01_HOOFD_200,aanvraag volledig,01_HOOFD_200,04/15/11 12:23,,,complete,560872,2011-04-16T11:58:55+02:00,FALSE
9716526,enter senddate retrieve missing data,2670601,2014-04-17 10:55:03.000,Variant 1079,1079,9716670.0,,560912.0,2166.7544,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,08_AWB45_020_2,invoeren verzenddatum opvragen ontbrekende gegevens,08_AWB45_020_2,04/17/14 00:00,,,complete,2670601,2014-04-18T10:55:03+02:00,EMPTY
8365797,regular procedure without MER,560872,2013-09-26 00:00:00.000,Variant 1030,1030,8366557.0,J,560464.0,1.686,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,09/26/13 00:00,,,complete,3273854,2013-09-27T13:01:08+02:00,TRUE
3103213,decision terminate on request,560912,2011-06-07 13:39:47.000,Variant 404,404,3103455.0,N,2670601.0,162.51353,,G,557669,,Procedure afgebroken,"Bouw,Milieu (neutraal wijziging)",True,Termijn tot besluit omgezet 2,05_EIND_040,beschikking beeindigen op verzoek,05_EIND_040,06/07/11 13:41,,,complete,2670601,2011-06-08T13:19:16+02:00,EMPTY
12751727,suspension ground applicable,11744364,2015-02-25 00:00:00.000,Variant 10,10,12752229.0,,560912.0,240.5922,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,11_AH_II_010,aanhoudingsgrond van toepassing,11_AH_II_010,02/25/15 00:00,,,complete,2670601,2015-02-26T14:27:16+01:00,FALSE
4495310,enter senddate procedure confirmation,560925,2012-01-19 14:42:30.000,Variant 688,688,4495693.0,J,560464.0,3690.5444,,O,557669,718990.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,01/19/12 14:43,,,complete,3273854,2012-01-20T14:42:30+01:00,EMPTY
3987090,enter senddate procedure confirmation,560872,2011-10-21 00:00:00.000,Variant 611,611,3987293.0,J,560464.0,,Uitgebreid,O,557669,,Vergunning onherroepelijk,Monument,True,Termijn tot besluit,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,10/20/11 15:54,,,complete,560872,2011-10-21T15:53:39+02:00,EMPTY
7024496,create subcases completeness,560872,2014-04-03 00:00:00.000,Variant 190,190,7025596.0,J,4901428.0,276.504,Uitgebreid,G,557669,,Zaak afgehandeld,Milieu (vergunning),False,,01_HOOFD_110_0,deelzaken volledigheid aanmaken,01_HOOFD_110_0,04/03/14 00:00,,,complete,560950,2014-04-04T10:04:53+02:00,TRUE
5255269,registration date publication,560872,2012-07-05 09:35:44.000,Variant 15,15,,J,560464.0,869.1752,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,07/05/12 09:35,,,complete,3273854,2012-07-06T09:35:33+02:00,EMPTY
6574954,decision date prior to decision,560890,2013-12-17 00:00:00.000,Variant 189,189,6575095.0,J,560464.0,955.5405,,O,557669,,Zaak afgehandeld,Brandveilig gebruik (vergunning),True,,01_HOOFD_490_2,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,12/17/13 00:00,,,complete,560890,2013-12-18T14:32:32+01:00,FALSE
6465325,register objection and appeal periods,560890,2013-03-08 08:15:27.000,Variant 912,912,,J,560464.0,6020.917,,O,557669,,Beschikking verzonden,"Bouw,Monument",True,Termijn bezwaar en beroep 1,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,03/08/13 08:15,,,complete,560890,2013-03-09T08:15:23+01:00,42
3388444,enter senddate decision environmental permit,560890,2011-05-25 00:00:00.000,Variant 469,469,3388467.0,N,4901428.0,395.9824,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,05/24/11 16:58,,,complete,560464,2011-05-25T16:57:31+02:00,EMPTY
3620200,phase application receptive,2670601,2011-08-31 15:07:44.000,Variant 535,535,,J,4901428.0,276.504,,G,557669,,Vergunning verleend,"Aanleg (Uitvoeren werk of werkzaamheid),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_195,fase aanvraag ontvankelijk,01_HOOFD_195,08/31/11 15:08,,,complete,560464,,EMPTY
9457704,enter senddate acknowledgement,560925,2014-02-11 10:43:20.000,Variant 1060,1060,9458146.0,,4901428.0,169.8392,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,02/11/14 00:00,,,complete,2670601,2014-02-12T10:43:20+01:00,EMPTY
3030743,treat subcases content,2670601,2011-02-11 13:00:19.000,Variant 395,395,3030763.0,J,4901428.0,148.368,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_250,behandelen deelzaken inhoudelijkheid,01_HOOFD_250,02/11/11 13:07,,,complete,560872,2011-02-12T13:00:05+01:00,EMPTY
3833827,close case,2670601,2011-11-07 15:20:47.000,Variant 92,92,,J,4901428.0,399.582,,G,557669,,Vergunning verleend,Bouw,False,,01_HOOFD_800,zaak afsluiten,01_HOOFD_800,11/07/11 15:20,,,complete,560464,,EMPTY
4320987,send procedure confirmation,560872,2011-12-23 09:30:34.000,Variant 36,36,,J,560464.0,336.1884,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_065_1,procedurebevestiging versturen,01_HOOFD_065_1,12/23/11 09:30,,,complete,2670601,2011-12-24T09:30:33+01:00,EMPTY
3531457,subcases completeness completed,3273854,2011-09-15 12:18:11.000,Variant 513,513,,J,4901428.0,1575.2299,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_120,deelzaken volledigheid afgerond,01_HOOFD_120,09/15/11 12:25,,,complete,3273854,2011-09-16T12:18:09+02:00,EMPTY
3753442,forward to the competent authority,560872,2011-08-29 11:20:30.000,Variant 87,87,,N,560872.0,,,G,557669,,Vergunning verleend,Kap,True,,01_HOOFD_040,doorsturen aan bevoegd gezag,01_HOOFD_040,08/29/11 11:30,,2011-09-03T11:20:26+02:00,complete,560872,2011-08-30T11:20:26+02:00,FALSE
